doc_id,doc_name,arm_number,position,description,head,title-fill,authors-fill,study_type-fill,arm_efficacy_metric-fill,arm_efficacy_results-fill,arm_description-1-fill,arm_dosage-1-fill,arm_description-2-fill,arm_dosage-2-fill,arm_description-3-fill,arm_dosage-3-fill,arm_description-4-fill,arm_dosage-4-fill,arm_description-5-fill,arm_dosage-5-fill,arm_description-6-fill,arm_description-6,arm_dosage-6-fill,uuid,choice,title-tag,title,authors-tag,authors,study_type-tag,study_type,arm_efficacy_metric-tag,arm_efficacy_metric,arm_efficacy_results-tag,arm_efficacy_results,arm_description-1-tag,arm_description-1,arm_dosage-1-tag,arm_dosage-1,arm_description-2-tag,arm_description-2,arm_dosage-2-tag,arm_dosage-2,arm_description-3-tag,arm_description-3,arm_dosage-3-tag,arm_dosage-3,arm_description-4-tag,arm_description-4,arm_dosage-4-tag,arm_dosage-4,arm_description-5-tag,arm_description-5,arm_dosage-5-tag,arm_dosage-5,arm_description-6-tag,arm_dosage-6-tag,arm_dosage-6,submit
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 22,"Adherence to treatment was problematic for 8/20 patients ( 40 % ) who stopped carboplatin before six cycles while continuing with BT . Five of these eight had an allergic reaction to carboplatin and three stopped carboplatin because of haematologic toxicity . The median number of carboplatin cycles was 6 ( IQR : 2 - 6 ; range 1 - 6 ) . A median of 19 cycles of BT was administered ( IQR : 10.5 - 26.5 ; range 6 - 43);16 patients ( 80 % ) received ten or more BT cycles . At the time of analysis , one patient was still on treatment with BT .",BT+C arm,,,,,,"69,70,92,93,108,109",,,,,,,,,,,"["""",""""]",,1bb51db0-caae-4920-8cf4-d9b319220fbc,title,,,,,,,,,,,"69,70,92,93,108,109",BT BT BT,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 22,"Adherence to treatment was problematic for 8/20 patients ( 40 % ) who stopped carboplatin before six cycles while continuing with BT . Five of these eight had an allergic reaction to carboplatin and three stopped carboplatin because of haematologic toxicity . The median number of carboplatin cycles was 6 ( IQR : 2 - 6 ; range 1 - 6 ) . A median of 19 cycles of BT was administered ( IQR : 10.5 - 26.5 ; range 6 - 43);16 patients ( 80 % ) received ten or more BT cycles . At the time of analysis , one patient was still on treatment with BT .",BT+C arm,,,,,,"21,22,69,70,92,93,108,109",,,,"14,15,36,37,46,47",,,,,,,"["""",""""]",,28182370-665c-405c-80e1-443abacbfd2c,arm_dosage-3,,,,,,,,,,,"21,22,69,70,92,93,108,109",BT BT BT BT,,,,,,,"14,15,36,37,46,47",carboplatin carboplatin carboplatin,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 23,"In the PP population , CR was observed in 9 ( 45 % ) and PR in 8 ( 40 % ) patients . Three patients ( 15 % ) reached SD and none progressed at the first disease assessment .",BT+C arm,,,,,,,,,,,,,,,,,"["""",""""]",,0503c3db-7ea5-45a4-96ab-311ae570e363,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 24,Efficacy and safety for the first stage are illustrated in Table 2 . The BT+C arm was not expanded to second stage on account of excessive toxicity .,BT+C arm,,,,,,,,,,,,,,,,,"["""",""""]",,82b8772f-d25c-40af-9af6-7a2aeaa336ed,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 24,Efficacy and safety for the first stage are illustrated in Table 2 . The BT+C arm was not expanded to second stage on account of excessive toxicity .,BT+C arm,,,,,,"14,16",,,,,,,,,,,"["""",""""]",,d81ca88c-3448-49d7-9595-782361a5f993,title,,,,,,,,,,,"14,16",BT+C arm,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 25,"None of the 20 evaluable patients in the BT+C arm died ; three ( 15 % ) progressed before 6 months from randomisation , while 17 were alive and progression - free 6 months from study entry ; therefore the PFS-6 was 85 % ( 95%CI : 62%-97 % ) . Nine out of 20 ( 45 % ; 95%CI : 23%-69 % ) experienced ST-6 events .",BT+C arm,,,,"40,41",,,,,,,,,,,,,"["""",""""]",,26123f2e-f739-4b09-b173-cb687691475a,title,,,,,,,"40,41",PFS-6,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 25,"None of the 20 evaluable patients in the BT+C arm died ; three ( 15 % ) progressed before 6 months from randomisation , while 17 were alive and progression - free 6 months from study entry ; therefore the PFS-6 was 85 % ( 95%CI : 62%-97 % ) . Nine out of 20 ( 45 % ; 95%CI : 23%-69 % ) experienced ST-6 events .",BT+C arm,,,,"40,41","42,50","8,10",,,,,,,,,,,"["""",""""]",,da60fd7c-894a-42a1-a0ba-8ed76de846e4,arm_efficacy_results,,,,,,,"40,41",PFS-6,"42,50",85 % ( 95%CI : 62%-97 % ),"8,10",BT+C arm,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 26,"After a median follow - up of 32.5 months , 14 patients ( 70 % ) progressed , 9 ( 45 % ) died and 16 ( 80 % ) progressed or died . Median PFS and OS were respectively 21.1 months ( IQR : 9.8 - 29.6 ) and 42.6 months ( first quartile 19.9 , third quartile not reached ) , respectively . Figure 3 shows the KM curves for PFS ( panel a ) and OS ( panel b ) .",BT+C arm,,,,"34,36,72,73",,,,,,,,,,,,,"["""",""""]",,a2318bee-0b7c-48ca-a60c-ab108566c372,arm_efficacy_metric,,,,,,,"34,36,72,73",Median PFS PFS,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 26,"After a median follow - up of 32.5 months , 14 patients ( 70 % ) progressed , 9 ( 45 % ) died and 16 ( 80 % ) progressed or died . Median PFS and OS were respectively 21.1 months ( IQR : 9.8 - 29.6 ) and 42.6 months ( first quartile 19.9 , third quartile not reached ) , respectively . Figure 3 shows the KM curves for PFS ( panel a ) and OS ( panel b ) .",BT+C arm,,,,"34,36,72,73","40,49",,,,,,,,,,,,"["""",""""]",,ad89199f-84ec-4989-bb63-b665fcda7b5e,arm_efficacy_results,,,,,,,"34,36,72,73",Median PFS PFS,"40,49",21.1 months ( IQR : 9.8 - 29.6 ),,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 27,"The BT+C safety analysis population comprises 20 patients . There were 783 AEs , 479 grade 1 ( 61 % ) , 211 grade 2 ( 27 % ) , 70 grade 3 ( 9 % ) , 20 grade 4 ( 3 % ) , and 3 grade unknown . The incidence of patients with at least one grade 3 or 4 AE was 90 % . Table S2 lists the numbers of patients with at least one grade 3 or 4 specific AEs . Seven SAEs occurred in 7 patients ( 35 % ) . One of these was fatal as the patient died of acute leukaemia . In this patient carboplatin AUC 4 had to be reduced to AUC 3 and trabectedin from 0.8 to 0.6 mg / m 2 because of bone marrow toxicity during the first six cycles but then the bone marrow recovered , and the acute leukaemic blast crisis occurred after a further 28 BT cycles .",BT+C arm,,,,,,"161,162",,,,,,,,,,,"["""",""""]",,b35cad14-d133-4cf0-b604-54861d0e6f2d,title,,,,,,,,,,,"161,162",BT,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 27,"The BT+C safety analysis population comprises 20 patients . There were 783 AEs , 479 grade 1 ( 61 % ) , 211 grade 2 ( 27 % ) , 70 grade 3 ( 9 % ) , 20 grade 4 ( 3 % ) , and 3 grade unknown . The incidence of patients with at least one grade 3 or 4 AE was 90 % . Table S2 lists the numbers of patients with at least one grade 3 or 4 specific AEs . Seven SAEs occurred in 7 patients ( 35 % ) . One of these was fatal as the patient died of acute leukaemia . In this patient carboplatin AUC 4 had to be reduced to AUC 3 and trabectedin from 0.8 to 0.6 mg / m 2 because of bone marrow toxicity during the first six cycles but then the bone marrow recovered , and the acute leukaemic blast crisis occurred after a further 28 BT cycles .",BT+C arm,,,,,,"1,2",,"124,125",,"113,114",,,,,,,"["""",""""]",,4cebb961-4694-4815-aa68-1f1e36488c78,title,,,,,,,,,,,"1,2",BT+C,,,"124,125",trabectedin,,,"113,114",carboplatin,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",1,Paragraph 33,The BT regimen showed worth - while clinical activity and limited toxicity that can position it as a therapeutic opportunity for women with partially platinum - sensitive disease . The apparent good activity of the BT+C regimen warrants further studies with a re - modulated schedule to limit its toxicity .,CONCLUSIONS,,,,,,"1,2",,,,,,,,,,,"["""",""""]",,7c177b38-7ba9-4847-ab92-fbcae83ac68f,title,,,,,,,,,,,"1,2",BT,,,,,,,,,,,,,,,,,,,,,,Validate annotation
bcbf4710-8ae7-4490-9de5-cc28c29f4a6a,"Colombo-2019-Multicenter, randomised, open-lab",2,Paragraph 33,The BT regimen showed worth - while clinical activity and limited toxicity that can position it as a therapeutic opportunity for women with partially platinum - sensitive disease . The apparent good activity of the BT+C regimen warrants further studies with a re - modulated schedule to limit its toxicity .,CONCLUSIONS,,,,,,"35,36",,,,,,,,,,,"["""",""""]",,96baef0e-9ddb-444e-895f-523958e2ee45,title,,,,,,,,,,,"35,36",BT+C,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail BSXiaotingPan",DOCUMENT DESCRIPTION,"0,31,31,62","62,63","1,3,22,24,26,31,32,34,53,55,57,62",,,,,,,,,,,,,,"["""",""""]",,280907cb-bbae-4f6a-8388-c27e18e91baa,study_type,"0,31,31,62","A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail","62,63",BSXiaotingPan,"1,3,26,31,32,34,57,62","clinical study multicenter , randomized controlled trail clinical study multicenter , randomized controlled trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Traditional Chinese Medicine Hospital of Zhangjiagang , d Changzhou TCM Hospital , e Traditional Chinese Medicine Hospital of Kunshan , f Jiangsu Cancer Hospital , g Nanjing Drum Tower Hospital China MSShenlinLiu",DOCUMENT DESCRIPTION,,"31,32",,,,,,,,,,,,,,,"["""",""""]",,75b5534b-d681-4f29-a48a-eb7a7e5d1d7a,authors,,,"31,32",MSShenlinLiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail 10.1097 / MD.0000000000019757",DOCUMENT DESCRIPTION,"0,31",,"1,3,22,24,26,31",,,,,,,,,,,,,,"["""",""""]",,7ff61aff-5b66-4e77-a9ed-612bc78a6947,study_type,"0,31","A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail",,,"1,3,26,31","clinical study multicenter , randomized controlled trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail BSXiaotingPan",DOCUMENT DESCRIPTION,"0,31","31,32","1,3,22,24,26,31",,,,,,,,,,,,,,"["""",""""]",,435c6c53-3df9-4176-97d9-d3492d2f9f37,study_type,"0,31","A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail","31,32",BSXiaotingPan,"1,3,26,31","clinical study multicenter , randomized controlled trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing BSXiaotingPan BS Xiaoting Pan The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,6eb7326f-4fc4-4dad-982f-1ba3f4599bca,study_type,,,"1,2,2,5",BSXiaotingPan BS Xiaoting Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing BSHeyunTao",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,40711840-064b-4704-95fb-5915912c2cde,authors,,,"32,33",BSHeyunTao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing BSHeyunTao BS Heyun Tao The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,2b89aac2-f24f-415b-aea1-90752826e4ef,authors,,,"1,2,2,5",BSHeyunTao BS Heyun Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing BSMengjunNie",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,5774982e-724c-4fb5-98b3-d93d5a18f597,authors,,,"32,33",BSMengjunNie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing BSMengjunNie BS Mengjun Nie The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,db1d6249-5f33-4e6d-bdeb-aa8b49501c10,authors,,,"1,2,2,5",BSMengjunNie BS Mengjun Nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing BSYuanjieLiu",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,9d793957-06ea-4246-9767-3970ccddea34,authors,,,"32,33",BSYuanjieLiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing BSYuanjieLiu BS Yuanjie Liu The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,c2f1174d-9d86-4800-a716-5ee59fa49383,authors,,,"1,2,2,5",BSYuanjieLiu BS Yuanjie Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing BSPanHuang",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,877d671a-8957-458a-b31d-af0d08f4fa33,authors,,,"32,33",BSPanHuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Traditional Chinese Medicine Hospital of Zhangjiagang , d Changzhou TCM Hospital , e Traditional Chinese Medicine Hospital of Kunshan , f Jiangsu Cancer Hospital , g Nanjing Drum Tower Hospital",DOCUMENT DESCRIPTION,,,,,,,,,,,,,,,,,"["""",""""]",,296a282e-f1b2-43ce-a066-b25d5c6f679c,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"China BSPanHuang BS Pan Huang Traditional Chinese Medicine Hospital of Zhangjiagang , d Changzhou TCM Hospital , e Traditional Chinese Medicine Hospital of Kunshan , f Jiangsu Cancer Hospital , g Nanjing Drum Tower Hospital",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,91230d4c-cb5b-4e72-a0da-6b1e5e14c0cc,authors,,,"1,2,2,5",BSPanHuang BS Pan Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"China Traditional Chinese Medicine Hospital of Zhangjiagang , d Changzhou TCM Hospital , e Traditional Chinese Medicine Hospital of Kunshan , f Jiangsu Cancer Hospital , g Nanjing Drum Tower Hospital China China MSShenlinLiu",DOCUMENT DESCRIPTION,,"33,34",,,,,,,,,,,,,,,"["""",""""]",,6d24ae26-2730-405b-9268-c16d4f565815,authors,,,"33,34",MSShenlinLiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing MSShenlinLiu MS Shenlin Liu The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,2,5",,,,,,,,,,,,,,,"["""",""""]",,bb1a4cf5-f61d-49b5-9c7a-1e7408e19ee4,authors,,,"1,2,2,5",MSShenlinLiu MS Shenlin Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing PhDWeiSun",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,d065fefc-a479-4117-8ea0-93be6fcbb3a9,authors,,,"32,33",PhDWeiSun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing PhDWeiSun PhD Wei Sun The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,3,5",,,,,,,,,,,,,,,"["""",""""]",,694e941c-3ffe-4f72-a3ec-12c8600956d9,authors,,,"1,2,3,5",PhDWeiSun Wei Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing PhDJianWu",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,4449dcea-872b-4e7d-9eb8-19058bfc61ab,authors,,,"32,33",PhDJianWu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing PhDJianWu PhD Jian Wu The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,3,5",,,,,,,,,,,,,,,"["""",""""]",,5c79258d-129a-4c35-ad7f-10b2b48f4777,authors,,,"1,2,3,5",PhDJianWu Jian Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing PhDTingMa PhDTingMa PhD Ting Ma BSAnweiDai BSAnweiDai BS Anwei Dai PhDJianweiLu PhDJianweiLu PhD Jianwei Lu PhDBaoruiLiu PhDBaoruiLiu PhD Baorui Liu PhDXiZou",DOCUMENT DESCRIPTION,,"32,33,33,34,35,37,37,38,38,39,40,42,42,43,43,44,45,47,47,48,48,49,50,52,52,53",,,,,,,,,,,,,,,"["""",""""]",,f07b2cfb-f2ec-432f-9a58-19c8d67a84e3,authors,,,"32,33,33,34,35,37,37,38,38,39,40,42,42,43,43,44,45,47,47,48,48,49,50,52,52,53",PhDTingMa PhDTingMa Ting Ma BSAnweiDai BSAnweiDai Anwei Dai PhDJianweiLu PhDJianweiLu Jianwei Lu PhDBaoruiLiu PhDBaoruiLiu Baorui Liu PhDXiZou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing PhDXiZou PhD Xi Zou The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,3,5",,,,,,,,,,,,,,,"["""",""""]",,2eb3c129-9e69-49e2-8d7f-00ef06c9d36c,authors,,,"1,2,3,5",PhDXiZou Xi Zou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing MSQingminSun sunqingminnjmu@163.com",DOCUMENT DESCRIPTION,,"32,33",,,,,,,,,,,,,,,"["""",""""]",,2c198bd7-4805-42a1-977a-1a24550840bb,authors,,,"32,33",MSQingminSun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing MSQingminSun MS Qingmin Sun sunqingminnjmu@163.com The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College",DOCUMENT DESCRIPTION,,"1,2,3,5",,,,,,,,,,,,,,,"["""",""""]",,3b6132eb-6a92-46c3-8687-27814e238ec2,authors,,,"1,2,3,5",MSQingminSun Qingmin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine , b No . 1 Clinical Medical College Nanjing University of Chinese Medicine Nanjing Nanjing NieMLiu NieMLiu Nie M Liu HuangPLiu HuangPLiu Huang P Liu LuJLiu LuJLiu Lu J Liu Ethic Committee of Affiliated Hospital",DOCUMENT DESCRIPTION,,"32,33,33,34,34,37,37,38,38,39,39,42,42,43,43,44,44,47",,,,,,,,,,,,,,,"["""",""""]",,50c45e11-ec1a-4c6a-8791-aa0074e50fc9,authors,,,"32,33,33,34,34,37,37,38,38,39,39,42,42,43,43,44,44,47",NieMLiu NieMLiu Nie M Liu HuangPLiu HuangPLiu Huang P Liu LuJLiu LuJLiu Lu J Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"Nanjing University of Chinese Medicine Ethic Committee of Affiliated Hospital Nanjing University of Chinese Medicine The Affiliated Hospital of Nanjing University of Chinese Medicine , Jiangsu Province Hospital of Chinese Medicine Nanjing",DOCUMENT DESCRIPTION,,,,,,,,,,,,,,,,,"["""",""""]",,c157c8b3-0d6b-4649-9898-a1bccb61c751,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
ef661681-17a7-459f-a150-a7eacb080b65,Pan-2020-A clinical study of traditional Chine,1,Document Description,"China Nanjing China A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail 10.1097 / MD.0000000000019757 Received : 4 March 2020 / Accepted : 5 March 2020",DOCUMENT DESCRIPTION,"3,34",,"4,6,25,27,31,34",,,,,,,,,,,,,,"["""",""""]",,dfdabb06-7e98-4d05-96d2-239dc39f1e89,study_type,"3,34","A clinical study of traditional Chinese medicine prolonging the survival of advanced gastric cancer patients by regulating the immunosuppressive cell population A study protocol for a multicenter , randomized controlled trail",,,"4,6,29,34","clinical study multicenter , randomized controlled trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
