"","doc_id","doc_name","arm_number","position","description","head","choice","title-tag","title","authors-tag","authors","study_type-tag","study_type","arm_efficacy_metric-tag","arm_efficacy_metric","arm_efficacy_results-tag","arm_efficacy_results","arm_description-1-tag","arm_description-1","arm_dosage-1-tag","arm_dosage-1","submit-prefill","submit-stay","submit","arm_description-2-tag","arm_description-2","arm_dosage-2-tag","arm_dosage-2","arm_description-3-tag","arm_description-3","arm_dosage-3-tag","arm_dosage-3","arm_description-4-tag","arm_description-4","arm_dosage-4-tag","arm_dosage-4","arm_description-5-tag","arm_description-5","arm_dosage-5-tag","arm_dosage-5"
"117","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 11","The statistical plan for the biomarker analysis was exploratory . Tie1 and Ang2 were dichotomized as low or high for each patient using the median value as the cutoff . Sensitivity , specificity and area under curve ( AUC ) for plasma Tie1 concentration were determined using receiver operator characteristic ( ROC ) analysis . Baseline Tie1 or Ang2 levels as independent prognostic factors ( below / above median ) were evaluated using Cox proportional hazard regression analysis . Multivariate analysis was performed using the Cox model , and it was adjusted by age ( continuous ) , menopausal status ( yes / no ) , hormone receptor status ( negative / positive ) , presence of visceral metastasis ( yes / no ) , number of metastatic lesions ( cut - off of three metastatic lesions ) and extent of the disease ( cutoff of three metastatic sites ) . The Mann - Whitney U test","Statistical analysis","arm_description-1","","","","","","","","","","","12,13,58,59","Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"118","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 12","For the study population , the median Tie1 level at baseline was 21.0 ng / ml ( 95 % CI 17.8 - 23.3 , Fig . 2a ) , and the median Ang2 level at baseline was 1.29 ng / ml ( 95 % CI 1.03 - 1.52 , Fig . 2b ) . The baseline Tie1 levels were significantly lower in the healthy controls than in the metastatic breast cancer patients ( Fig . 2a ) . The median Tie1 level for healthy controls was 12.8 ng / ml ( 95 % CI 10.4 - 16.5 , Fig . 2a ) . The most optimal cut - off value ( 16.0 ng / ml ) for plasma Tie1 concentration had a sensitivity of 77.4 % , but a specificity of only 30.0 % , for distinguishing metastatic breast cancer patients from healthy controls with an AUC 0.917 ( 95 % CI 0.839 - 0.995 , p < 0.001 ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","7,8,56,57,80,81,118,119","Tie1 Tie1 Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"119","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 12","For the study population , the median Tie1 level at baseline was 21.0 ng / ml ( 95 % CI 17.8 - 23.3 , Fig . 2a ) , and the median Ang2 level at baseline was 1.29 ng / ml ( 95 % CI 1.03 - 1.52 , Fig . 2b ) . The baseline Tie1 levels were significantly lower in the healthy controls than in the metastatic breast cancer patients ( Fig . 2a ) . The median Tie1 level for healthy controls was 12.8 ng / ml ( 95 % CI 10.4 - 16.5 , Fig . 2a ) . The most optimal cut - off value ( 16.0 ng / ml ) for plasma Tie1 concentration had a sensitivity of 77.4 % , but a specificity of only 30.0 % , for distinguishing metastatic breast cancer patients from healthy controls with an AUC 0.917 ( 95 % CI 0.839 - 0.995 , p < 0.001 ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","32,33","Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"120","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 13","There were no statistically significant differences in baseline Tie1 or Ang2 levels between groups with different baseline characteristics , including menopausal status ( p = 0.09 for Tie1 , p = 0.13 for Ang2 ) , hormone receptor status ( p = 0.80 for Tie1 , p = 0.14 for Ang2 ) , number of metastatic lesions ( p = 0.69 for Tie1 , p = 0.37 for Ang2 ) or visceral disease ( p = 0.92 for Tie1 , p = 0.15 for Ang2 ) . Only the patients with more than three metastatic sites had significantly higher baseline Tie1 levels than the patients with fewer metastatic sites ( median Tie1 23.7 ng / ml , 95 % CI 21.0 - 29.0 vs. 17.8 ng / ml , 95 % CI 16.0 - 21.1 , p = 0.002 ) . Similarly , the patients with more than three metastatic sites had significantly higher baseline Ang2 levels ( median Ang2 1.08 ng / ml , 95 % CI 0.66 - 1.36 vs. 1.54 ng / ml , 95 % CI 1.23 - 2.29 , p = 0.008 ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","8,9,27,28,44,45,62,63,78,79,100,101,111,112","Tie1 Tie1 Tie1 Tie1 Tie1 Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"121","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 13","There were no statistically significant differences in baseline Tie1 or Ang2 levels between groups with different baseline characteristics , including menopausal status ( p = 0.09 for Tie1 , p = 0.13 for Ang2 ) , hormone receptor status ( p = 0.80 for Tie1 , p = 0.14 for Ang2 ) , number of metastatic lesions ( p = 0.69 for Tie1 , p = 0.37 for Ang2 ) or visceral disease ( p = 0.92 for Tie1 , p = 0.15 for Ang2 ) . Only the patients with more than three metastatic sites had significantly higher baseline Tie1 levels than the patients with fewer metastatic sites ( median Tie1 23.7 ng / ml , 95 % CI 21.0 - 29.0 vs. 17.8 ng / ml , 95 % CI 16.0 - 21.1 , p = 0.002 ) . Similarly , the patients with more than three metastatic sites had significantly higher baseline Ang2 levels ( median Ang2 1.08 ng / ml , 95 % CI 0.66 - 1.36 vs. 1.54 ng / ml , 95 % CI 1.23 - 2.29 , p = 0.008 ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","10,11,33,34,50,51,68,69,84,85,155,156,159,160","Ang2 Ang2 Ang2 Ang2 Ang2 Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"122","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 14","Differences in Tie1 and Ang2 concentrations between baseline and week six samples were analyzed to evaluate the treatment effect . The median baseline Tie1 level was 21.0 ng / ml ( 95 % CI 17.8 - 23.3 ) , which was significantly higher than the median Tie1 level at six weeks ( 15.4 ng / ml [ 95 % CI 14.1 - 17.1 ] , p < 0.001 , Fig . 2a ) . The median decrease in the Tie1 level between these two time points was 22.9 % ( 95 % CI 20.9 - 27.4 ) . The median baseline Ang2 level was 1.29 ng / ml ( 95 % CI 1.03 - 1.52 ) and the median Ang2 level at six weeks was 0.62 ng / ml ( 95 % CI 0.57 - 0.84 ) . The median decrease in the levels of Ang2 from the baseline to six weeks , 47.0 % ( 95 % CI 34.5 - 52.9 ) , was also statistically significant ( p < 0.001 , Fig . 2b ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","2,3,23,24,46,47,79,80","Tie1 Tie1 Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"123","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 14","Differences in Tie1 and Ang2 concentrations between baseline and week six samples were analyzed to evaluate the treatment effect . The median baseline Tie1 level was 21.0 ng / ml ( 95 % CI 17.8 - 23.3 ) , which was significantly higher than the median Tie1 level at six weeks ( 15.4 ng / ml [ 95 % CI 14.1 - 17.1 ] , p < 0.001 , Fig . 2a ) . The median decrease in the Tie1 level between these two time points was 22.9 % ( 95 % CI 20.9 - 27.4 ) . The median baseline Ang2 level was 1.29 ng / ml ( 95 % CI 1.03 - 1.52 ) and the median Ang2 level at six weeks was 0.62 ng / ml ( 95 % CI 0.57 - 0.84 ) . The median decrease in the levels of Ang2 from the baseline to six weeks , 47.0 % ( 95 % CI 34.5 - 52.9 ) , was also statistically significant ( p < 0.001 , Fig . 2b ) .","Tie1 and Ang2 plasma levels","arm_description-1","","","","","","","","","","","4,5,101,102,119,120,145,146","Ang2 Ang2 Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"124","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 15","Median progression - free survival was longer for patients in the low baseline Tie1 level group than for the patients in the high baseline Tie1 group ( Fig . 3a , Table 2 ) . No difference was observed in progression - free survival in relation to baseline Ang2 levels ( Fig . 3b , Table 2 ) .","Effect of Tie1 or Ang2 levels on survival","arm_description-1","","","","","","","1,5,40,44","progression - free survival progression - free survival","","","24,25","Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"125","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 15","Median progression - free survival was longer for patients in the low baseline Tie1 level group than for the patients in the high baseline Tie1 group ( Fig . 3a , Table 2 ) . No difference was observed in progression - free survival in relation to baseline Ang2 levels ( Fig . 3b , Table 2 ) .","Effect of Tie1 or Ang2 levels on survival","arm_efficacy_metric","","","","","","","1,5","progression - free survival","","","48,49","Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"126","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 16","The overall survival was significantly shorter for patients with a high baseline Tie1 concentration ( Fig . 3c , Table 3 ) . Additionally , patients with high baseline Ang2 levels had shorter overall survival when analyzed by the age - adjusted Cox hazard regression model ( Table 3 ) . However , in a multivariate Cox model adjusted by age , menopausal status , hormone receptor status , presence of visceral metastases , number of metastatic lesions and extent of disease , a high baseline levels of Ang2 alone was not a significant factor for poor prognosis ( Fig . 3d , Table 3 ) .","Effect of Tie1 or Ang2 levels on survival","arm_description-1","","","","","","","","","","","12,13","Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"127","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 16","The overall survival was significantly shorter for patients with a high baseline Tie1 concentration ( Fig . 3c , Table 3 ) . Additionally , patients with high baseline Ang2 levels had shorter overall survival when analyzed by the age - adjusted Cox hazard regression model ( Table 3 ) . However , in a multivariate Cox model adjusted by age , menopausal status , hormone receptor status , presence of visceral metastases , number of metastatic lesions and extent of disease , a high baseline levels of Ang2 alone was not a significant factor for poor prognosis ( Fig . 3d , Table 3 ) .","Effect of Tie1 or Ang2 levels on survival","arm_description-1","","","","","","","","","","","29,30,88,89","Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"128","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 17","For progression - free survival , the combined analysis of baseline Tie1 and Ang2 levels did not add any value compared to the Tie1 analysis on its own ( Fig . 4a , Table 2 ) . However , the combined analysis for high or low baseline Fig . 1 Flow diagram of study patient plasma samples analyzed at baseline , after six weeks ' treatment , after six months ' treatment and at final visit . Final plasma samples were taken at the final study visit and the reasons for discontinuation are presented in the chart Tie1 and Ang2 levels was more effective in the selection of patients with better overall survival ( Fig . 4b , Table 3 ) . The median overall survival for patients with low baseline levels of both Tie1 and Ang2 was 46.8 months ( 95 % CI 23.8 - 79.8 ) . In contrast , the median overall survival for patients with high baseline levels of both Tie1 and Ang2 was only 21.5 months ( 95 % CI 8.8 - 34.7 ) .","Effect of combined analysis of Tie1 and Ang2 levels on survival","arm_description-1","","","","","","","1,5","progression - free survival","","","11,12,23,24,97,98,134,135,164,165","Tie1 Tie1 Tie1 Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"129","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 17","For progression - free survival , the combined analysis of baseline Tie1 and Ang2 levels did not add any value compared to the Tie1 analysis on its own ( Fig . 4a , Table 2 ) . However , the combined analysis for high or low baseline Fig . 1 Flow diagram of study patient plasma samples analyzed at baseline , after six weeks ' treatment , after six months ' treatment and at final visit . Final plasma samples were taken at the final study visit and the reasons for discontinuation are presented in the chart Tie1 and Ang2 levels was more effective in the selection of patients with better overall survival ( Fig . 4b , Table 3 ) . The median overall survival for patients with low baseline levels of both Tie1 and Ang2 was 46.8 months ( 95 % CI 23.8 - 79.8 ) . In contrast , the median overall survival for patients with high baseline levels of both Tie1 and Ang2 was only 21.5 months ( 95 % CI 8.8 - 34.7 ) .","Effect of combined analysis of Tie1 and Ang2 levels on survival","arm_description-1","","","","","","","1,5","progression - free survival","","","13,14,99,100,136,137,166,167","Ang2 Ang2 Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"130","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 18","The median decline in Ang2 levels between baseline and week six was 47.0 % . The patients with Ang2 level decline higher than the median value had significantly worse prognoses . Multivariate Hazard Ratio ( HR ) for overall survival was 4.53 ( 95 % CI 1.82 - 11.27 , p = 0.001 ) . In contrast , a high Tie1 decline during the first six weeks of treatment was not prognostic . The median Tie1 decline during this time period was 22.9 % . The patients had similar survival whether they had Tie1 decline higher or lower than median value between baseline and week six ( multivariate HR for overall survival 1.04 , 95 % CI 0.46 - 2.33 , p = 0.921 ) .","Changes in plasma tie 1 or Ang2 levels and prognosis","arm_description-1","","","","","","","","","","","60,61,75,76,93,94","Tie1 Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"131","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 18","The median decline in Ang2 levels between baseline and week six was 47.0 % . The patients with Ang2 level decline higher than the median value had significantly worse prognoses . Multivariate Hazard Ratio ( HR ) for overall survival was 4.53 ( 95 % CI 1.82 - 11.27 , p = 0.001 ) . In contrast , a high Tie1 decline during the first six weeks of treatment was not prognostic . The median Tie1 decline during this time period was 22.9 % . The patients had similar survival whether they had Tie1 decline higher or lower than median value between baseline and week six ( multivariate HR for overall survival 1.04 , 95 % CI 0.46 - 2.33 , p = 0.921 ) .","Changes in plasma tie 1 or Ang2 levels and prognosis","arm_description-1","","","","","","","","","","","4,5,18,19","Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"132","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 19","Only seven patients , i.e. 14 % of the patients whose final samples were available , had at least 30 % increased Tie1 plasma concentrations at their final visits , when compared to the previous measurements in each patient . For all these patients , the reason for study discontinuation was disease progression . Nevertheless , these patients had a similar overall survival as the patients with stable or declining Tie1 levels ( multivariate HR 2.30 , 95 % CI 0.90 - 5.85 , p = 0.078 ) . At least 30 % increased Ang2 concentration was observed in 24 patients at their final visits ( 48 % of the patients whose final samples were available ) . The overall survival of these patients was significantly worse than in the patients with stable or declining Ang2 values ( multivariate HR 2.17 , 95 % CI 1.09 - 4.31 , p = 0.027 ) .","Changes in plasma tie 1 or Ang2 levels and prognosis","arm_description-1","","","","","","","","","","","22,23,70,71","Tie1 Tie1","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"133","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","2","Paragraph 19","Only seven patients , i.e. 14 % of the patients whose final samples were available , had at least 30 % increased Tie1 plasma concentrations at their final visits , when compared to the previous measurements in each patient . For all these patients , the reason for study discontinuation was disease progression . Nevertheless , these patients had a similar overall survival as the patients with stable or declining Tie1 levels ( multivariate HR 2.30 , 95 % CI 0.90 - 5.85 , p = 0.078 ) . At least 30 % increased Ang2 concentration was observed in 24 patients at their final visits ( 48 % of the patients whose final samples were available ) . The overall survival of these patients was significantly worse than in the patients with stable or declining Ang2 values ( multivariate HR 2.17 , 95 % CI 1.09 - 4.31 , p = 0.027 ) .","Changes in plasma tie 1 or Ang2 levels and prognosis","arm_description-1","","","","","","","","","","","94,95,135,136","Ang2 Ang2","","","","","Submit arm","","","","","","","","","","","","","","","",""
"134","1d364ad7-e262-4cd7-9fbb-40dc5d6d1a28","Tiainen-2019-High baseline Tie1 level predicts","1","Paragraph 29","High baseline plasma Tie1 level is a promising prognostic marker for both poor progression - free survival and for poor overall survival in metastatic breast patients treated with bevacizumab - taxane combination . The predictive value of circulating Tie1 levels should be evaluated in prospective clinical trials .","Conclusions","arm_description-2","","","","","","","13,17","progression - free survival","","","28,32","bevacizumab - taxane combination","","","","","Submit arm","3,4,38,39","Tie1 Tie1","","","","","","","","","","","","","",""
"135","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Document Description","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer MDManqiangSun","DOCUMENT DESCRIPTION","study_type","0,26,26,52","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer","52,53","MDManqiangSun","1,5,27,31","multicenter randomized controlled trial multicenter randomized controlled trial","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"136","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Document Description","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer 10.1097 / MD.0000000000021626","DOCUMENT DESCRIPTION","study_type","0,26","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer","","","1,6","multicenter randomized controlled trial to","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"137","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Document Description","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer MDManqiangSun Dongfang hospital Fengtai District","DOCUMENT DESCRIPTION","study_type","0,26","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer","26,27","MDManqiangSun","1,5","multicenter randomized controlled trial","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"138","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Document Description","China No.6 Community 1 Fangxingyuan 100071 Beijing China A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer 10.1097 / MD.0000000000021626 Received : 2 July 2020 / Accepted : 8 July 2020","DOCUMENT DESCRIPTION","study_type","8,34","A multicenter randomized controlled trial to assess the efficacy of cancer green therapy in treatment of stage IIIb / IV non - small cell lung cancer","","","9,13","multicenter randomized controlled trial","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"139","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 0","Lung cancer is the most common type of cancer and the leading cause of cancer death . [ 1 ] Non - small cell lung cancer ( NSCLC ) accounts for 75 % to80 % of lung cancer , and the 5-year survival rate is about 15 % . [ 2 ] The main pathological types of NSCLC are adenocarcinoma ( 32 % -40 % ) , squamous cell carcinoma ( 25 % -30 % ) , and large cell carcinoma ( 8 % -16 % ) . [ 3 ] About 70 % of lung cancer patients are at an advanced stage when they are first diagnosed , and surgery therapy is n't available for which . Chemotherapy , radiotherapy , targeted therapy , and immunotherapy can be selected as treatments for stage IIIB / IV NSCLC , platinum - based doublets chemotherapy is the main option among which . However , the effective rate of each chemotherapy regimen varies from 20 % to 30 % , and progress - free survival ( PFS ) is only a few months . [ 4][5][6 ] Also , adverse events such as marrow suppression , nausea , vomiting can decrease the quality of life ( QOL ) of patients . [ 7 ] It is necessary to find an effective and safe treatment for advanced NSCLC .","Introduction","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"140","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 2","Initially , many elderly patients with advanced lung cancer chose Cancer Green Therapy ( cryoablation combined with TCM ) for better QOL . However , we found that the survival was longer than that we had expected during the follow - up visit . Later , we conducted a retrospective analysis and screened 186 patients who underwent cryoablation plus TCM in our department between 2005 and 2013 . 119 cases were followed up in 2014 . Among them , 82 cases were advanced NSCLC patients , the average overall survival ( OS ) of them is 18 months , almost double as that in NCCN guidelines ( 8 - 10 months ) . [ 19,20 ] The present multi - center , prospective , randomized controlled trial is designed to investigate the efficacy and safety of Cancer Green Therapy ( cryoablation combined with TCM ) , setting chemotherapy as the control treatment . We hope that , through this rigorously designed study , we can provide scientific and objective assessments for the efficacy and safety of cryoablation combined with TCM for stage IIIB / IV NSCLC patients and possibly offer the world an alternative treatment .","Introduction","arm_description-1","","","","","118,127","multi - center , prospective , randomized controlled trial","","","","","140,144,176,180","cryoablation combined with TCM cryoablation combined with TCM","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"141","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","2","Paragraph 2","Initially , many elderly patients with advanced lung cancer chose Cancer Green Therapy ( cryoablation combined with TCM ) for better QOL . However , we found that the survival was longer than that we had expected during the follow - up visit . Later , we conducted a retrospective analysis and screened 186 patients who underwent cryoablation plus TCM in our department between 2005 and 2013 . 119 cases were followed up in 2014 . Among them , 82 cases were advanced NSCLC patients , the average overall survival ( OS ) of them is 18 months , almost double as that in NCCN guidelines ( 8 - 10 months ) . [ 19,20 ] The present multi - center , prospective , randomized controlled trial is designed to investigate the efficacy and safety of Cancer Green Therapy ( cryoablation combined with TCM ) , setting chemotherapy as the control treatment . We hope that , through this rigorously designed study , we can provide scientific and objective assessments for the efficacy and safety of cryoablation combined with TCM for stage IIIB / IV NSCLC patients and possibly offer the world an alternative treatment .","Introduction","arm_description-1","","","","","","","","","","","147,152","chemotherapy as the control treatment","","","","","Submit arm","","","","","","","","","","","","","","","",""
"142","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 3","The trial is a multi - center , prospective , randomized controlled trial . The flowchart of the study is presented in Figure 1 .","Study design","study_type","","","","","4,13","multi - center , prospective , randomized controlled trial","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"143","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 4","The clinical trial has been registered on the Chinese Clinical Trial Registry ( ChiCTR1900027428 ) . The study protocol ( version 2.0 in December 2018 ) has been approved by the research ethics committee of Dongfang Hospital Beijing University of Chinese Medicine ( JDF - IRB-2019030103 ) . The research ethics committee will also be responsible for supervising all procedures of the study , including participant recruitment , randomization , conduction , and data storage . In case of any changes to the study protocol , we will submit a written application to the research ethics committee . They will decide whether it is acceptable to make the change .","Ethical issues","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"144","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 5","A total of 450 eligible participants will be recruited from 6 hospitals in different parts of China : Dongfang Hospital , Beijing Hospital of Chinese medicine , China - Japan Friendship Hospital , Beijing Hospital , Longhua Hospital , and Hubei Hospital of Chinese Medicine . Both inpatients and outpatients will be screened for participation from March 2019 .","Recruitment","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"145","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 6","Potentially eligible participants will be invited to take part in our study . Before enrollment , researchers will thoroughly introduce the detailed procedures of the study to the participants . All questions and concerns raised about the study will be addressed at length . Participants will also be informed of the probable benefits and potential risks and assured that participation is entirely voluntary . Participants who meet all the inclusion criteria and none of the exclusion criteria will be enrolled after providing written informed consent . The personal information of all the participants will always be kept confidential . 2.5.2 . Exclusion criteria . Participants meeting any 1 of the exclusion criteria will not be enrolled :","Informed consent","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"146","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 8","( 3 ) Inflammation around the lesion , or skin infection and ulceration at the puncture site ; ( 4 ) Severe pulmonary fibrosis ; ( 5 ) Severe bleeding tendency , platelet count < 50 Â 10 9 /L and severe coagulation disorders ; ( 6 ) Malignant pleural effusion ; ( 7 ) Pregnant and lactating women ; severe dysfunction of liver , kidney , heart , lung ; severe anemia , electrolyte disturbance , and malnutrition ; severe systemic infection and high fever ( T > 38.5 ° C ) ; ( 8) HIV antibody positive ; immunodeficiency diseases ; ( 9 ) History of organ transplantation ; ( 10 ) Enrolled in other clinical trials within 3 months .","Informed consent","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"147","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 9","The participants will be randomized at 1:1 ( 225 in each group ) by researchers in Peking University clinical research institute ( PUCRI ) . The Red Cap system of PUCRI will generate random allocation sequences based on the basic information ( name , age , gender ) of participants and feed back to researchers in the participating centers through the network .","Randomization and allocation concealment","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"148","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 10","In this study , researchers and patients will not be blinded due to the different treatment regimens . However , evaluators and statistical analysts will be blind to patient enrollment and treatment .","Blind","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"149","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 11","Participants allocated to the study group will receive cryoablation and TCM syndrome differentiation and treatment , while chemotherapy will be applied in the control group .","Interventions","arm_description-1","","","","","","","","","","","8,11","cryoablation and TCM","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"150","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","2","Paragraph 11","Participants allocated to the study group will receive cryoablation and TCM syndrome differentiation and treatment , while chemotherapy will be applied in the control group .","Interventions","arm_description-1","","","","","","","","","","","17,18,23,24","chemotherapy control","","","","","Submit arm","","","","","","","","","","","","","","","",""
"151","ecc2e47d-0c61-4ba0-ae55-22b545e6ed5f","Sun-2020-A multicenter randomized controlled t","1","Paragraph 12","Cryoablation therapy will refer to Expert Consensus for Thermal Ablation for Primary and Metastatic Lung Tumors ( 2017 Edition ) . [ 21 ] Cryoablation will start in 2 weeks of randomization . TCM syndrome differentiation and treatment will be based on guidelines in the TCM Diagnosis and Treatment Scheme for Lung Cancer ( 2017 ) ( Table 1 ) . TCM formula will be made into watersoluble granules . Patients will dissolve them with warm water for a drink in the morning and evening for 28 days after cryoablation .","Interventions","arm_description-1","","","","","","","","","","","24,25,89,90","Cryoablation cryoablation","","","","","Submit arm","33,34,45,46,61,63","TCM TCM TCM formula","79,90","drink in the morning and evening for 28 days after cryoablation","","","","","","","","","","","",""
